"","Type.results","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p","Common.Name","Window.size","Window.time","Training.dates","p.adj"
"18","Cumulative",82,16.014046758093,-11.1111099741318,42.9207828440235,13.8428033247029,65.985953241907,39.0792171559765,93.1111099741318,13.8428033247029,0.812163476285968,-40.0760820237361,42.9602032401163,117.271548306456,0.05,0.00100908173562059,"White-throated Sparrow",16,"before_eclipse","6,7,9",0.0067287784679089
"19","Cumulative",68,14.4375149231588,-3.31949081494153,33.273307355899,9.19443812077071,53.5624850768412,34.726692644101,71.3194908149415,9.19443812077071,6.06855913687642,-25.4370714388337,36.0179672975535,42.2990288972381,0.05,0.00100908173562059,"White-throated Sparrow",12,"before_eclipse","6,7,9",0.00875420875420875
"20","Cumulative",60,5.67852525658695,-6.98327994948826,17.8429049163549,6.60799891594402,54.321474743413,42.1570950836451,66.9832799494883,6.60799891594402,-4.4026651134318,-146.889091237986,105.954323216339,1028.14150903358,0.05,0.00110987791342952,"White-throated Sparrow",8,"before_eclipse","6,7,9",0.0072142064372919
"21","Cumulative",30,4.60404097315529,-3.26628462470514,12.0552472259965,3.87089407470524,25.3959590268447,17.9447527740035,33.2662846247051,3.87089407470524,-32.4641840169396,-65.3539526199346,68.5502778659703,1293.28161060501,0.05,0.00101522842639594,"White-throated Sparrow",4,"before_eclipse","6,7,9",0.0134715025906736
"22","Cumulative",29,0.900331511753051,-67.7095717353535,71.4445912087803,36.1099878402868,28.0996684882469,-42.4445912087804,96.7095717353535,36.1099878402868,-2.72278184202948,-10.3942466704803,8.32214928178669,33.2434947848328,0.05,0.213414634146341,"White-breasted Nuthatch",28,"before_eclipse","6,7,9",0.346798780487805
"23","Cumulative",23,2.55352495941443,-58.143360049861,63.0895715694216,30.9226210047163,20.4464750405856,-40.0895715694216,81.143360049861,30.9226210047163,-1.04860233858873,-11.4266741496089,8.28061177751339,10.5224252297753,0.05,0.250254323499491,"White-breasted Nuthatch",24,"before_eclipse","6,7,9",0.355736591989138
"24","Cumulative",23,3.01698686581983,-43.9109330469986,51.9525131315259,24.6871313285977,19.9830131341802,-28.9525131315259,66.9109330469986,24.6871313285977,-0.700348301885189,-12.161245447779,9.84235517214035,21.5017406048651,0.05,0.216188524590164,"White-breasted Nuthatch",20,"before_eclipse","6,7,9",0.374726775956284
"25","Cumulative",12,4.99590499030898,-35.4349994532504,41.6637733639661,19.6256585190212,7.00409500969102,-29.6637733639661,47.4349994532504,19.6256585190212,-0.610114846392623,-15.0752947431688,9.03292501568753,18.2320770544493,0.05,0.357214934409687,"White-breasted Nuthatch",16,"before_eclipse","6,7,9",0.422163104302358
"26","Cumulative",11,4.15237029155945,-27.8768266892624,36.9990999637764,16.5890550769396,6.84762970844055,-25.9990999637764,38.8768266892624,16.5890550769396,-1.24361048522332,-10.4346287521266,6.85291055853572,12.5113187365854,0.05,0.335963923337091,"White-breasted Nuthatch",12,"before_eclipse","6,7,9",0.410117603136084
"27","Cumulative",4,2.6542458755164,-9.15194097512183,13.8596310410085,5.84332951909666,1.3457541244836,-9.85963104100846,13.1519409751218,5.84332951909666,-2.01478642221957,-11.6962420109403,10.3700215270692,66.1455155557361,0.05,0.40122199592668,"White-breasted Nuthatch",8,"before_eclipse","6,7,9",0.47561286776973
"28","Cumulative",2,0.932419588855846,-2.11427353734489,4.06277661555595,1.58393042558106,1.06758041114415,-2.06277661555595,4.11427353734489,1.58393042558106,0.736877964168785,-13.7929655925352,14.4362350266402,68.6574810027119,0.05,0.245245245245245,"White-breasted Nuthatch",4,"before_eclipse","6,7,9",0.367241613472769
"29","Cumulative",335,39.3487793291843,-219.371138985616,293.493143507417,130.217556399416,295.651220670816,41.5068564925827,554.371138985616,130.217556399416,0.946281191881521,-45.0669486375738,64.47220269179,154.962660395914,0.05,0.0128805620608899,"Tufted Titmouse",28,"before_eclipse","6,7,9",0.0515222482435597
"30","Cumulative",289,46.4401313981111,-185.008698809665,246.604476977271,109.305420610035,242.559868601889,42.395523022729,474.008698809665,109.305420610035,-2.00261037278352,-51.9683611099104,25.8253978967159,74.4876925572199,0.05,0.0154761904761905,"Tufted Titmouse",24,"before_eclipse","6,7,9",0.0525783619817998
"31","Cumulative",271,92.4462694781139,-93.1840996601399,270.49462090969,88.6255038604217,178.553730521886,0.505379090310356,364.18409966014,88.6255038604217,2.19097324725569,-31.0464447577786,39.5275748363267,181.035765567017,0.05,0.0258899676375405,"Tufted Titmouse",20,"before_eclipse","6,7,9",0.0673139158576052
