"","Common.Name","Date","Time.day","Min.group","Sum","Min.eclipse"
"1","American Crow",6,"afternoon",50695,1,-60
"2","American Crow",6,"afternoon",50935,0,-56
"3","American Crow",6,"afternoon",51175,0,-52
"4","American Crow",6,"afternoon",51415,1,-48
"5","American Crow",6,"afternoon",51655,0,-44
"6","American Crow",6,"afternoon",51895,0,-40
"7","American Crow",6,"afternoon",52135,0,-36
"8","American Crow",6,"afternoon",52375,1,-32
"9","American Crow",6,"afternoon",52615,1,-28
"10","American Crow",6,"afternoon",52855,1,-24
"11","American Crow",6,"afternoon",53095,0,-20
"12","American Crow",6,"afternoon",53335,0,-16
"13","American Crow",6,"afternoon",53575,0,-12
"14","American Crow",6,"afternoon",53815,0,-8
"15","American Crow",6,"afternoon",54055,0,-4
"16","American Crow",6,"afternoon",54295,0,0
"17","American Crow",6,"afternoon",54535,0,4
"18","American Crow",6,"afternoon",54775,0,8
"19","American Crow",6,"afternoon",55015,0,12
"20","American Crow",6,"afternoon",55255,0,16
"21","American Crow",6,"afternoon",55495,0,20
"22","American Crow",6,"afternoon",55735,0,24
"23","American Crow",6,"afternoon",55975,21,28
"24","American Crow",6,"afternoon",56215,9,32
"25","American Crow",6,"afternoon",56455,0,36
"26","American Crow",6,"afternoon",56695,0,40
"27","American Crow",6,"afternoon",56935,0,44
"28","American Crow",6,"afternoon",57175,0,48
"29","American Crow",6,"afternoon",57415,10,52
"30","American Crow",6,"afternoon",57655,3,56
"31","American Crow",6,"afternoon",57895,0,60
"32","American Crow",6,"dusk",70200,13,265.083333333333
"33","American Crow",6,"dusk",70440,28,269.083333333333
"34","American Crow",6,"dusk",70680,12,273.083333333333
"35","American Crow",6,"dusk",70920,2,277.083333333333
"36","American Crow",6,"dusk",71160,0,281.083333333333
"37","American Crow",6,"dusk",71400,1,285.083333333333
"38","American Crow",6,"dusk",71640,1,289.083333333333
"39","American Crow",6,"dusk",71880,47,293.083333333333
"40","American Crow",6,"dusk",72120,0,297.083333333333
"41","American Crow",6,"dusk",72360,0,301.083333333333
"42","American Crow",6,"dusk",72600,1,305.083333333333
"43","American Crow",6,"dusk",72840,0,309.083333333333
"44","American Crow",6,"dusk",73080,0,313.083333333333
"45","American Crow",6,"dusk",73320,0,317.083333333333
"46","American Crow",6,"dusk",73560,0,321.083333333333
"47","American Crow",6,"dusk",73800,0,325.083333333333
"48","American Crow",6,"dusk",74040,0,329.083333333333
"49","American Crow",6,"dusk",74280,0,333.083333333333
"50","American Crow",6,"dusk",74520,0,337.083333333333
"51","American Crow",6,"dusk",74760,0,341.083333333333
"52","American Crow",6,"dusk",75000,0,345.083333333333
"53","American Crow",6,"dusk",75240,0,349.083333333333
"54","American Crow",6,"dusk",75480,0,353.083333333333
"55","American Crow",6,"dusk",75720,0,357.083333333333
"56","American Crow",6,"dusk",75960,0,361.083333333333
"57","American Crow",6,"dusk",76200,0,365.083333333333
"58","American Crow",6,"dusk",76440,0,369.083333333333
"59","American Crow",6,"dusk",76680,0,373.083333333333
"60","American Crow",6,"dusk",76920,0,377.083333333333
"61","American Crow",6,"dusk",77160,0,381.083333333333
"62","American Crow",7,"afternoon",50695,29,-60
"63","American Crow",7,"afternoon",50935,0,-56
"64","American Crow",7,"afternoon",51175,0,-52
"65","American Crow",7,"afternoon",51415,1,-48
"66","American Crow",7,"afternoon",51655,0,-44
"67","American Crow",7,"afternoon",51895,0,-40
"68","American Crow",7,"afternoon",52135,12,-36
"69","American Crow",7,"afternoon",52375,8,-32
"70","American Crow",7,"afternoon",52615,11,-28
"71","American Crow",7,"afternoon",52855,7,-24
"72","American Crow",7,"afternoon",53095,0,-20
"73","American Crow",7,"afternoon",53335,6,-16
"74","American Crow",7,"afternoon",53575,0,-12
"75","American Crow",7,"afternoon",53815,0,-8
"76","American Crow",7,"afternoon",54055,8,-4
"77","American Crow",7,"afternoon",54295,0,0
"78","American Crow",7,"afternoon",54535,0,4
"79","American Crow",7,"afternoon",54775,0,8
"80","American Crow",7,"afternoon",55015,0,12
"81","American Crow",7,"afternoon",55255,3,16
"82","American Crow",7,"afternoon",55495,6,20
"83","American Crow",7,"afternoon",55735,0,24
"84","American Crow",7,"afternoon",55975,1,28
"85","American Crow",7,"afternoon",56215,1,32
"86","American Crow",7,"afternoon",56455,2,36
"87","American Crow",7,"afternoon",56695,5,40
"88","American Crow",7,"afternoon",56935,4,44
"89","American Crow",7,"afternoon",57175,9,48
"90","American Crow",7,"afternoon",57415,0,52
"91","American Crow",7,"afternoon",57655,0,56
"92","American Crow",7,"afternoon",57895,1,60
"93","American Crow",7,"dawn",21900,0,-539.916666666667
"94","American Crow",7,"dawn",22140,0,-535.916666666667
"95","American Crow",7,"dawn",22380,0,-531.916666666667
"96","American Crow",7,"dawn",22620,0,-527.916666666667
"97","American Crow",7,"dawn",22860,0,-523.916666666667
"98","American Crow",7,"dawn",23100,0,-519.916666666667
"99","American Crow",7,"dawn",23340,0,-515.916666666667
"100","American Crow",7,"dawn",23580,0,-511.916666666667
"101","American Crow",7,"dawn",23820,0,-507.916666666667
"102","American Crow",7,"dawn",24060,0,-503.916666666667
"103","American Crow",7,"dawn",24300,0,-499.916666666667
"104","American Crow",7,"dawn",24540,3,-495.916666666667
"105","American Crow",7,"dawn",24780,1,-491.916666666667
"106","American Crow",7,"dawn",25020,14,-487.916666666667
"107","American Crow",7,"dawn",25260,1,-483.916666666667
"108","American Crow",7,"dawn",25500,3,-479.916666666667
"109","American Crow",7,"dawn",25740,1,-475.916666666667
"110","American Crow",7,"dawn",25980,2,-471.916666666667
"111","American Crow",7,"dawn",26220,16,-467.916666666667
"112","American Crow",7,"dawn",26460,51,-463.916666666667
"113","American Crow",7,"dawn",26700,14,-459.916666666667
"114","American Crow",7,"dawn",26940,3,-455.916666666667
"115","American Crow",7,"dawn",27180,4,-451.916666666667
"116","American Crow",7,"dawn",27420,5,-447.916666666667
"117","American Crow",7,"dawn",27660,0,-443.916666666667
"118","American Crow",7,"dawn",27900,33,-439.916666666667
"119","American Crow",7,"dawn",28140,19,-435.916666666667
"120","American Crow",7,"dawn",28380,0,-431.916666666667
"121","American Crow",7,"dawn",28620,10,-427.916666666667
"122","American Crow",7,"dawn",28860,6,-423.916666666667
"123","American Crow",7,"dusk",70200,2,265.083333333333
"124","American Crow",7,"dusk",70440,1,269.083333333333
"125","American Crow",7,"dusk",70680,10,273.083333333333
"126","American Crow",7,"dusk",70920,59,277.083333333333
"127","American Crow",7,"dusk",71160,9,281.083333333333
"128","American Crow",7,"dusk",71400,12,285.083333333333
"129","American Crow",7,"dusk",71640,0,289.083333333333
"130","American Crow",7,"dusk",71880,4,293.083333333333
"131","American Crow",7,"dusk",72120,3,297.083333333333
"132","American Crow",7,"dusk",72360,0,301.083333333333
"133","American Crow",7,"dusk",72600,0,305.083333333333
"134","American Crow",7,"dusk",72840,0,309.083333333333
"135","American Crow",7,"dusk",73080,0,313.083333333333
"136","American Crow",7,"dusk",73320,1,317.083333333333
"137","American Crow",7,"dusk",73560,0,321.083333333333
"138","American Crow",7,"dusk",73800,0,325.083333333333
"139","American Crow",7,"dusk",74040,0,329.083333333333
"140","American Crow",7,"dusk",74280,0,333.083333333333
"141","American Crow",7,"dusk",74520,0,337.083333333333
"142","American Crow",7,"dusk",74760,0,341.083333333333
"143","American Crow",7,"dusk",75000,1,345.083333333333
"144","American Crow",7,"dusk",75240,0,349.083333333333
"145","American Crow",7,"dusk",75480,0,353.083333333333
"146","American Crow",7,"dusk",75720,0,357.083333333333
"147","American Crow",7,"dusk",75960,0,361.083333333333
"148","American Crow",7,"dusk",76200,0,365.083333333333
"149","American Crow",7,"dusk",76440,0,369.083333333333
"150","American Crow",7,"dusk",76680,0,373.083333333333
"151","American Crow",7,"dusk",76920,0,377.083333333333
"152","American Crow",7,"dusk",77160,0,381.083333333333
"153","American Crow",8,"afternoon",50695,63,-60
"154","American Crow",8,"afternoon",50935,73,-56
"155","American Crow",8,"afternoon",51175,75,-52
"156","American Crow",8,"afternoon",51415,24,-48
"157","American Crow",8,"afternoon",51655,14,-44
"158","American Crow",8,"afternoon",51895,10,-40
"159","American Crow",8,"afternoon",52135,4,-36
"160","American Crow",8,"afternoon",52375,8,-32
"161","American Crow",8,"afternoon",52615,13,-28
"162","American Crow",8,"afternoon",52855,7,-24
"163","American Crow",8,"afternoon",53095,0,-20
"164","American Crow",8,"afternoon",53335,1,-16
"165","American Crow",8,"afternoon",53575,7,-12
"166","American Crow",8,"afternoon",53815,7,-8
"167","American Crow",8,"afternoon",54055,7,-4
"168","American Crow",8,"afternoon",54295,17,0
"169","American Crow",8,"afternoon",54535,37,4
"170","American Crow",8,"afternoon",54775,15,8
"171","American Crow",8,"afternoon",55015,1,12
"172","American Crow",8,"afternoon",55255,1,16
"173","American Crow",8,"afternoon",55495,1,20
"174","American Crow",8,"afternoon",55735,0,24
"175","American Crow",8,"afternoon",55975,4,28
"176","American Crow",8,"afternoon",56215,13,32
"177","American Crow",8,"afternoon",56455,36,36
"178","American Crow",8,"afternoon",56695,4,40
"179","American Crow",8,"afternoon",56935,0,44
"180","American Crow",8,"afternoon",57175,7,48
"181","American Crow",8,"afternoon",57415,7,52
"182","American Crow",8,"afternoon",57655,3,56
"183","American Crow",8,"afternoon",57895,0,60
"184","American Crow",8,"dawn",21900,0,-539.916666666667
"185","American Crow",8,"dawn",22140,0,-535.916666666667
"186","American Crow",8,"dawn",22380,0,-531.916666666667
"187","American Crow",8,"dawn",22620,0,-527.916666666667
"188","American Crow",8,"dawn",22860,0,-523.916666666667
"189","American Crow",8,"dawn",23100,0,-519.916666666667
"190","American Crow",8,"dawn",23340,2,-515.916666666667
"191","American Crow",8,"dawn",23580,0,-511.916666666667
"192","American Crow",8,"dawn",23820,0,-507.916666666667
"193","American Crow",8,"dawn",24060,1,-503.916666666667
"194","American Crow",8,"dawn",24300,1,-499.916666666667
"195","American Crow",8,"dawn",24540,15,-495.916666666667
"196","American Crow",8,"dawn",24780,1,-491.916666666667
"197","American Crow",8,"dawn",25020,4,-487.916666666667
"198","American Crow",8,"dawn",25260,13,-483.916666666667
"199","American Crow",8,"dawn",25500,3,-479.916666666667
"200","American Crow",8,"dawn",25740,4,-475.916666666667
"201","American Crow",8,"dawn",25980,1,-471.916666666667
"202","American Crow",8,"dawn",26220,12,-467.916666666667
"203","American Crow",8,"dawn",26460,6,-463.916666666667
"204","American Crow",8,"dawn",26700,10,-459.916666666667
"205","American Crow",8,"dawn",26940,0,-455.916666666667
"206","American Crow",8,"dawn",27180,0,-451.916666666667
"207","American Crow",8,"dawn",27420,0,-447.916666666667
"208","American Crow",8,"dawn",27660,9,-443.916666666667
"209","American Crow",8,"dawn",27900,3,-439.916666666667
"210","American Crow",8,"dawn",28140,0,-435.916666666667
"211","American Crow",8,"dawn",28380,2,-431.916666666667
"212","American Crow",8,"dawn",28620,9,-427.916666666667
"213","American Crow",8,"dawn",28860,0,-423.916666666667
"214","American Crow",9,"afternoon",50695,0,-60
"215","American Crow",9,"afternoon",50935,1,-56
"216","American Crow",9,"afternoon",51175,3,-52
"217","American Crow",9,"afternoon",51415,0,-48
"218","American Crow",9,"afternoon",51655,0,-44
"219","American Crow",9,"afternoon",51895,11,-40
"220","American Crow",9,"afternoon",52135,14,-36
"221","American Crow",9,"afternoon",52375,8,-32
"222","American Crow",9,"afternoon",52615,19,-28
"223","American Crow",9,"afternoon",52855,14,-24
"224","American Crow",9,"afternoon",53095,4,-20
"225","American Crow",9,"afternoon",53335,8,-16
"226","American Crow",9,"afternoon",53575,12,-12
"227","American Crow",9,"afternoon",53815,1,-8
"228","American Crow",9,"afternoon",54055,3,-4
"229","American Crow",9,"afternoon",54295,27,0
"230","American Crow",9,"afternoon",54535,15,4
"231","American Crow",9,"afternoon",54775,14,8
"232","American Crow",9,"afternoon",55015,11,12
"233","American Crow",9,"afternoon",55255,14,16
"234","American Crow",9,"afternoon",55495,16,20
"235","American Crow",9,"afternoon",55735,18,24
"236","American Crow",9,"afternoon",55975,3,28
"237","American Crow",9,"afternoon",56215,1,32
"238","American Crow",9,"afternoon",56455,1,36
"239","American Crow",9,"afternoon",56695,2,40
"240","American Crow",9,"afternoon",56935,3,44
"241","American Crow",9,"afternoon",57175,6,48
"242","American Crow",9,"afternoon",57415,46,52
"243","American Crow",9,"afternoon",57655,12,56
"244","American Crow",9,"afternoon",57895,10,60
"245","American Goldfinch",6,"afternoon",50695,0,-60
"246","American Goldfinch",6,"afternoon",50935,6,-56
"247","American Goldfinch",6,"afternoon",51175,16,-52
"248","American Goldfinch",6,"afternoon",51415,5,-48
"249","American Goldfinch",6,"afternoon",51655,6,-44
"250","American Goldfinch",6,"afternoon",51895,8,-40
"251","American Goldfinch",6,"afternoon",52135,2,-36
"252","American Goldfinch",6,"afternoon",52375,3,-32
"253","American Goldfinch",6,"afternoon",52615,4,-28
"254","American Goldfinch",6,"afternoon",52855,16,-24
"255","American Goldfinch",6,"afternoon",53095,3,-20
"256","American Goldfinch",6,"afternoon",53335,6,-16
"257","American Goldfinch",6,"afternoon",53575,3,-12
"258","American Goldfinch",6,"afternoon",53815,14,-8
"259","American Goldfinch",6,"afternoon",54055,0,-4
"260","American Goldfinch",6,"afternoon",54295,22,0
"261","American Goldfinch",6,"afternoon",54535,8,4
"262","American Goldfinch",6,"afternoon",54775,1,8
"263","American Goldfinch",6,"afternoon",55015,4,12
"264","American Goldfinch",6,"afternoon",55255,3,16
"265","American Goldfinch",6,"afternoon",55495,16,20
"266","American Goldfinch",6,"afternoon",55735,0,24
"267","American Goldfinch",6,"afternoon",55975,2,28
"268","American Goldfinch",6,"afternoon",56215,3,32
"269","American Goldfinch",6,"afternoon",56455,0,36
"270","American Goldfinch",6,"afternoon",56695,5,40
"271","American Goldfinch",6,"afternoon",56935,2,44
"272","American Goldfinch",6,"afternoon",57175,13,48
"273","American Goldfinch",6,"afternoon",57415,7,52
"274","American Goldfinch",6,"afternoon",57655,0,56
"275","American Goldfinch",6,"afternoon",57895,2,60
"276","American Goldfinch",6,"dusk",70200,2,265.083333333333
"277","American Goldfinch",6,"dusk",70440,2,269.083333333333
"278","American Goldfinch",6,"dusk",70680,1,273.083333333333
"279","American Goldfinch",6,"dusk",70920,3,277.083333333333
"280","American Goldfinch",6,"dusk",71160,3,281.083333333333
"281","American Goldfinch",6,"dusk",71400,0,285.083333333333
"282","American Goldfinch",6,"dusk",71640,4,289.083333333333
"283","American Goldfinch",6,"dusk",71880,4,293.083333333333
"284","American Goldfinch",6,"dusk",72120,1,297.083333333333
"285","American Goldfinch",6,"dusk",72360,1,301.083333333333
"286","American Goldfinch",6,"dusk",72600,1,305.083333333333
"287","American Goldfinch",6,"dusk",72840,1,309.083333333333
"288","American Goldfinch",6,"dusk",73080,5,313.083333333333
"289","American Goldfinch",6,"dusk",73320,3,317.083333333333
"290","American Goldfinch",6,"dusk",73560,1,321.083333333333
"291","American Goldfinch",6,"dusk",73800,2,325.083333333333
"292","American Goldfinch",6,"dusk",74040,4,329.083333333333
"293","American Goldfinch",6,"dusk",74280,0,333.083333333333
"294","American Goldfinch",6,"dusk",74520,1,337.083333333333
"295","American Goldfinch",6,"dusk",74760,1,341.083333333333
"296","American Goldfinch",6,"dusk",75000,1,345.083333333333
"297","American Goldfinch",6,"dusk",75240,1,349.083333333333
"298","American Goldfinch",6,"dusk",75480,0,353.083333333333
"299","American Goldfinch",6,"dusk",75720,2,357.083333333333
"300","American Goldfinch",6,"dusk",75960,0,361.083333333333
"301","American Goldfinch",6,"dusk",76200,0,365.083333333333
"302","American Goldfinch",6,"dusk",76440,1,369.083333333333
"303","American Goldfinch",6,"dusk",76680,0,373.083333333333
"304","American Goldfinch",6,"dusk",76920,0,377.083333333333
"305","American Goldfinch",6,"dusk",77160,0,381.083333333333
"306","American Goldfinch",7,"afternoon",50695,2,-60
"307","American Goldfinch",7,"afternoon",50935,3,-56
"308","American Goldfinch",7,"afternoon",51175,2,-52
"309","American Goldfinch",7,"afternoon",51415,2,-48
"310","American Goldfinch",7,"afternoon",51655,5,-44
"311","American Goldfinch",7,"afternoon",51895,11,-40
"312","American Goldfinch",7,"afternoon",52135,1,-36
"313","American Goldfinch",7,"afternoon",52375,5,-32
"314","American Goldfinch",7,"afternoon",52615,1,-28
"315","American Goldfinch",7,"afternoon",52855,8,-24
"316","American Goldfinch",7,"afternoon",53095,5,-20
"317","American Goldfinch",7,"afternoon",53335,1,-16
"318","American Goldfinch",7,"afternoon",53575,0,-12
"319","American Goldfinch",7,"afternoon",53815,7,-8
"320","American Goldfinch",7,"afternoon",54055,2,-4
"321","American Goldfinch",7,"afternoon",54295,0,0
"322","American Goldfinch",7,"afternoon",54535,2,4
"323","American Goldfinch",7,"afternoon",54775,2,8
"324","American Goldfinch",7,"afternoon",55015,1,12
"325","American Goldfinch",7,"afternoon",55255,0,16
"326","American Goldfinch",7,"afternoon",55495,2,20
"327","American Goldfinch",7,"afternoon",55735,4,24
"328","American Goldfinch",7,"afternoon",55975,16,28
"329","American Goldfinch",7,"afternoon",56215,10,32
"330","American Goldfinch",7,"afternoon",56455,3,36
"331","American Goldfinch",7,"afternoon",56695,2,40
"332","American Goldfinch",7,"afternoon",56935,0,44
"333","American Goldfinch",7,"afternoon",57175,3,48
"334","American Goldfinch",7,"afternoon",57415,2,52
"335","American Goldfinch",7,"afternoon",57655,17,56
"336","American Goldfinch",7,"afternoon",57895,38,60
"337","American Goldfinch",7,"dawn",21900,0,-539.916666666667
"338","American Goldfinch",7,"dawn",22140,0,-535.916666666667
"339","American Goldfinch",7,"dawn",22380,0,-531.916666666667
"340","American Goldfinch",7,"dawn",22620,1,-527.916666666667
"341","American Goldfinch",7,"dawn",22860,0,-523.916666666667
"342","American Goldfinch",7,"dawn",23100,0,-519.916666666667
"343","American Goldfinch",7,"dawn",23340,0,-515.916666666667
"344","American Goldfinch",7,"dawn",23580,0,-511.916666666667
"345","American Goldfinch",7,"dawn",23820,0,-507.916666666667
"346","American Goldfinch",7,"dawn",24060,0,-503.916666666667
"347","American Goldfinch",7,"dawn",24300,0,-499.916666666667
"348","American Goldfinch",7,"dawn",24540,0,-495.916666666667
"349","American Goldfinch",7,"dawn",24780,0,-491.916666666667
"350","American Goldfinch",7,"dawn",25020,0,-487.916666666667
"351","American Goldfinch",7,"dawn",25260,0,-483.916666666667
"352","American Goldfinch",7,"dawn",25500,0,-479.916666666667
"353","American Goldfinch",7,"dawn",25740,1,-475.916666666667
"354","American Goldfinch",7,"dawn",25980,4,-471.916666666667
"355","American Goldfinch",7,"dawn",26220,2,-467.916666666667
"356","American Goldfinch",7,"dawn",26460,2,-463.916666666667
"357","American Goldfinch",7,"dawn",26700,4,-459.916666666667
"358","American Goldfinch",7,"dawn",26940,5,-455.916666666667
"359","American Goldfinch",7,"dawn",27180,10,-451.916666666667
"360","American Goldfinch",7,"dawn",27420,35,-447.916666666667
"361","American Goldfinch",7,"dawn",27660,5,-443.916666666667
"362","American Goldfinch",7,"dawn",27900,13,-439.916666666667
"363","American Goldfinch",7,"dawn",28140,6,-435.916666666667
"364","American Goldfinch",7,"dawn",28380,3,-431.916666666667
"365","American Goldfinch",7,"dawn",28620,1,-427.916666666667
"366","American Goldfinch",7,"dawn",28860,19,-423.916666666667
"367","American Goldfinch",7,"dusk",70200,0,265.083333333333
"368","American Goldfinch",7,"dusk",70440,2,269.083333333333
"369","American Goldfinch",7,"dusk",70680,1,273.083333333333
"370","American Goldfinch",7,"dusk",70920,1,277.083333333333
"371","American Goldfinch",7,"dusk",71160,2,281.083333333333
"372","American Goldfinch",7,"dusk",71400,1,285.083333333333
"373","American Goldfinch",7,"dusk",71640,3,289.083333333333
"374","American Goldfinch",7,"dusk",71880,3,293.083333333333
"375","American Goldfinch",7,"dusk",72120,2,297.083333333333
"376","American Goldfinch",7,"dusk",72360,1,301.083333333333
"377","American Goldfinch",7,"dusk",72600,1,305.083333333333
"378","American Goldfinch",7,"dusk",72840,1,309.083333333333
"379","American Goldfinch",7,"dusk",73080,0,313.083333333333
"380","American Goldfinch",7,"dusk",73320,0,317.083333333333
"381","American Goldfinch",7,"dusk",73560,0,321.083333333333
"382","American Goldfinch",7,"dusk",73800,0,325.083333333333
"383","American Goldfinch",7,"dusk",74040,0,329.083333333333
"384","American Goldfinch",7,"dusk",74280,0,333.083333333333
"385","American Goldfinch",7,"dusk",74520,0,337.083333333333
"386","American Goldfinch",7,"dusk",74760,0,341.083333333333
"387","American Goldfinch",7,"dusk",75000,0,345.083333333333
"388","American Goldfinch",7,"dusk",75240,0,349.083333333333
"389","American Goldfinch",7,"dusk",75480,0,353.083333333333
"390","American Goldfinch",7,"dusk",75720,0,357.083333333333
"391","American Goldfinch",7,"dusk",75960,0,361.083333333333
"392","American Goldfinch",7,"dusk",76200,0,365.083333333333
"393","American Goldfinch",7,"dusk",76440,0,369.083333333333
"394","American Goldfinch",7,"dusk",76680,0,373.083333333333
"395","American Goldfinch",7,"dusk",76920,0,377.083333333333
"396","American Goldfinch",7,"dusk",77160,0,381.083333333333
"397","American Goldfinch",8,"afternoon",50695,2,-60
"398","American Goldfinch",8,"afternoon",50935,2,-56
"399","American Goldfinch",8,"afternoon",51175,1,-52
"400","American Goldfinch",8,"afternoon",51415,1,-48
"401","American Goldfinch",8,"afternoon",51655,7,-44
"402","American Goldfinch",8,"afternoon",51895,0,-40
"403","American Goldfinch",8,"afternoon",52135,5,-36
"404","American Goldfinch",8,"afternoon",52375,5,-32
"405","American Goldfinch",8,"afternoon",52615,12,-28
"406","American Goldfinch",8,"afternoon",52855,43,-24
"407","American Goldfinch",8,"afternoon",53095,4,-20
"408","American Goldfinch",8,"afternoon",53335,9,-16
"409","American Goldfinch",8,"afternoon",53575,16,-12
"410","American Goldfinch",8,"afternoon",53815,0,-8
"411","American Goldfinch",8,"afternoon",54055,0,-4
"412","American Goldfinch",8,"afternoon",54295,8,0
"413","American Goldfinch",8,"afternoon",54535,0,4
"414","American Goldfinch",8,"afternoon",54775,1,8
"415","American Goldfinch",8,"afternoon",55015,11,12
"416","American Goldfinch",8,"afternoon",55255,4,16
"417","American Goldfinch",8,"afternoon",55495,1,20
"418","American Goldfinch",8,"afternoon",55735,2,24
"419","American Goldfinch",8,"afternoon",55975,0,28
"420","American Goldfinch",8,"afternoon",56215,3,32
"421","American Goldfinch",8,"afternoon",56455,36,36
"422","American Goldfinch",8,"afternoon",56695,16,40
"423","American Goldfinch",8,"afternoon",56935,5,44
"424","American Goldfinch",8,"afternoon",57175,3,48
"425","American Goldfinch",8,"afternoon",57415,8,52
"426","American Goldfinch",8,"afternoon",57655,5,56
"427","American Goldfinch",8,"afternoon",57895,2,60
"428","American Goldfinch",8,"dawn",21900,1,-539.916666666667
"429","American Goldfinch",8,"dawn",22140,1,-535.916666666667
"430","American Goldfinch",8,"dawn",22380,0,-531.916666666667
"431","American Goldfinch",8,"dawn",22620,1,-527.916666666667
"432","American Goldfinch",8,"dawn",22860,0,-523.916666666667
"433","American Goldfinch",8,"dawn",23100,1,-519.916666666667
"434","American Goldfinch",8,"dawn",23340,4,-515.916666666667
"435","American Goldfinch",8,"dawn",23580,5,-511.916666666667
"436","American Goldfinch",8,"dawn",23820,1,-507.916666666667
"437","American Goldfinch",8,"dawn",24060,0,-503.916666666667
"438","American Goldfinch",8,"dawn",24300,5,-499.916666666667
"439","American Goldfinch",8,"dawn",24540,2,-495.916666666667
"440","American Goldfinch",8,"dawn",24780,3,-491.916666666667
"441","American Goldfinch",8,"dawn",25020,1,-487.916666666667
"442","American Goldfinch",8,"dawn",25260,3,-483.916666666667
"443","American Goldfinch",8,"dawn",25500,1,-479.916666666667
"444","American Goldfinch",8,"dawn",25740,5,-475.916666666667
"445","American Goldfinch",8,"dawn",25980,1,-471.916666666667
"446","American Goldfinch",8,"dawn",26220,3,-467.916666666667
"447","American Goldfinch",8,"dawn",26460,0,-463.916666666667
"448","American Goldfinch",8,"dawn",26700,6,-459.916666666667
"449","American Goldfinch",8,"dawn",26940,18,-455.916666666667
"450","American Goldfinch",8,"dawn",27180,23,-451.916666666667
"451","American Goldfinch",8,"dawn",27420,34,-447.916666666667
"452","American Goldfinch",8,"dawn",27660,9,-443.916666666667
"453","American Goldfinch",8,"dawn",27900,8,-439.916666666667
"454","American Goldfinch",8,"dawn",28140,2,-435.916666666667
"455","American Goldfinch",8,"dawn",28380,6,-431.916666666667
"456","American Goldfinch",8,"dawn",28620,11,-427.916666666667
"457","American Goldfinch",8,"dawn",28860,8,-423.916666666667
"458","American Goldfinch",9,"afternoon",50695,3,-60
"459","American Goldfinch",9,"afternoon",50935,5,-56
"460","American Goldfinch",9,"afternoon",51175,0,-52
"461","American Goldfinch",9,"afternoon",51415,11,-48
"462","American Goldfinch",9,"afternoon",51655,9,-44
"463","American Goldfinch",9,"afternoon",51895,4,-40
"464","American Goldfinch",9,"afternoon",52135,0,-36
"465","American Goldfinch",9,"afternoon",52375,2,-32
"466","American Goldfinch",9,"afternoon",52615,2,-28
"467","American Goldfinch",9,"afternoon",52855,2,-24
"468","American Goldfinch",9,"afternoon",53095,2,-20
"469","American Goldfinch",9,"afternoon",53335,1,-16
"470","American Goldfinch",9,"afternoon",53575,1,-12
"471","American Goldfinch",9,"afternoon",53815,1,-8
"472","American Goldfinch",9,"afternoon",54055,7,-4
"473","American Goldfinch",9,"afternoon",54295,12,0
"474","American Goldfinch",9,"afternoon",54535,17,4
"475","American Goldfinch",9,"afternoon",54775,19,8
"476","American Goldfinch",9,"afternoon",55015,7,12
"477","American Goldfinch",9,"afternoon",55255,9,16
"478","American Goldfinch",9,"afternoon",55495,10,20
"479","American Goldfinch",9,"afternoon",55735,4,24
"480","American Goldfinch",9,"afternoon",55975,2,28
"481","American Goldfinch",9,"afternoon",56215,2,32
"482","American Goldfinch",9,"afternoon",56455,34,36
"483","American Goldfinch",9,"afternoon",56695,40,40
"484","American Goldfinch",9,"afternoon",56935,2,44
"485","American Goldfinch",9,"afternoon",57175,2,48
"486","American Goldfinch",9,"afternoon",57415,6,52
"487","American Goldfinch",9,"afternoon",57655,1,56
"488","American Goldfinch",9,"afternoon",57895,0,60
"489","American Robin",6,"afternoon",50695,3,-60
"490","American Robin",6,"afternoon",50935,1,-56
"491","American Robin",6,"afternoon",51175,0,-52
"492","American Robin",6,"afternoon",51415,27,-48
"493","American Robin",6,"afternoon",51655,1,-44
"494","American Robin",6,"afternoon",51895,5,-40
"495","American Robin",6,"afternoon",52135,12,-36
"496","American Robin",6,"afternoon",52375,3,-32
"497","American Robin",6,"afternoon",52615,3,-28
"498","American Robin",6,"afternoon",52855,1,-24
"499","American Robin",6,"afternoon",53095,2,-20
"500","American Robin",6,"afternoon",53335,8,-16
"501","American Robin",6,"afternoon",53575,1,-12
"502","American Robin",6,"afternoon",53815,1,-8
"503","American Robin",6,"afternoon",54055,2,-4
"504","American Robin",6,"afternoon",54295,0,0
"505","American Robin",6,"afternoon",54535,2,4
"506","American Robin",6,"afternoon",54775,1,8
"507","American Robin",6,"afternoon",55015,6,12
"508","American Robin",6,"afternoon",55255,3,16
"509","American Robin",6,"afternoon",55495,0,20
"510","American Robin",6,"afternoon",55735,8,24
"511","American Robin",6,"afternoon",55975,10,28
"512","American Robin",6,"afternoon",56215,14,32
"513","American Robin",6,"afternoon",56455,22,36
"514","American Robin",6,"afternoon",56695,4,40
"515","American Robin",6,"afternoon",56935,0,44
"516","American Robin",6,"afternoon",57175,2,48
"517","American Robin",6,"afternoon",57415,0,52
"518","American Robin",6,"afternoon",57655,1,56
"519","American Robin",6,"afternoon",57895,1,60
"520","American Robin",6,"dusk",70200,2,265.083333333333
"521","American Robin",6,"dusk",70440,24,269.083333333333
"522","American Robin",6,"dusk",70680,63,273.083333333333
